"valA";"valB";"valC";"valD";"dateA";"dtA";"dtB";"dtC";"dtD";"dtE";"dtF";"dateB";"dtG";"dtH";"dtI";"dtJ";"valE";"valF";"valG";"valH";"valI";"valJ";"valH";"valI";"valJ";"valK";"valL";"valM";"valN";"valO";"calc_DtBmDtA";"calc_DtCmDtB";"calc_DtDmDtC";"calc_DtFmDtD";"calc_DtHmDtG";"calc_DtImDtG";"calc_DtJmDtG";"calc_DtImDtH";"calc_DtJmDtI"
901.0;3273.7;842.1;1212.9;"1980-03-16";"1980-03-16 11:20:00";"1980-03-16 11:50:00";"1980-03-16 13:34:00";"1980-03-16 14:30:00";"1980-03-16 14:30:00";"1980-03-16 19:05:00";"1980-03-29";"1980-03-29 05:05:00";"1980-03-29 05:35:00";"1980-03-29 06:10:00";"1980-03-29 09:15:00";67.8;20.4;3134.8;33.8;1.5;6.7;25.7;6.0;2037.5;70.6;81.3;80.1;31.2;29.5;30;104;56;275;30;65;250;35;185
929.5;3373.7;1009.7;1431.9;"1980-03-17";"1980-03-17 07:12:00";"1980-03-17 07:40:00";"1980-03-17 08:40:00";"1980-03-17 08:55:00";"1980-03-17 07:10:00";"1980-03-17 12:12:00";"1980-03-23";"1980-03-23 12:30:00";"1980-03-23 12:55:00";"1980-03-23 13:25:00";"1980-03-23 17:00:00";68.6;20.1;3231.1;33.8;1.5;6.7;25.2;6.1;2457.5;72.0;80.5;80.4;62.0;29.3;28;60;15;197;25;55;270;30;215
929.5;3373.7;913.7;1303.9;"1980-03-17";"1980-03-17 14:05:00";"1980-03-17 14:30:00";"1980-03-17 15:30:00";"1980-03-17 16:10:00";"1980-03-17 14:45:00";"1980-03-17 19:15:00";"1980-03-24";"1980-03-24 04:38:00";"1980-03-24 05:15:00";"1980-03-24 05:47:00";"1980-03-24 09:05:00";68.4;19.7;3231.1;33.8;1.5;6.7;25.9;6.1;2457.5;71.4;80.5;80.4;30.3;29.3;25;60;40;185;37;69;267;32;198
937.0;3273.7;1038.4;1454.9;"1980-03-17";"1980-03-17 06:10:00";"1980-03-17 06:36:00";"1980-03-17 07:36:00";"1980-03-17 08:00:00";"1980-03-17 07:30:00";"1980-03-17 11:50:00";"1980-03-29";"1980-03-29 11:30:00";"1980-03-29 11:53:00";"1980-03-29 12:26:00";"1980-03-29 16:05:00";68.7;20.1;3130.4;35.0;1.6;6.8;25.2;6.0;1857.5;72.9;81.0;82.6;31.2;29.5;26;60;24;230;23;56;275;33;219
1010.6;3543.7;882.0;1253.9;"1980-03-17";"1980-03-17 09:35:00";"1980-03-17 10:05:00";"1980-03-17 11:05:00";"1980-03-17 11:45:00";"1980-03-17 14:05:00";"1980-03-17 18:50:00";"1980-03-30";"1980-03-30 05:05:00";"1980-03-30 05:35:00";"1980-03-30 06:10:00";"1980-03-30 09:20:00";68.8;18.6;3390.9;34.8;1.7;6.8;25.2;6.0;2007.5;71.6;80.9;81.1;32.1;29.5;30;60;40;425;30;65;255;35;190
974.0;3473.7;1061.3;1491.9;"1980-03-18";"1980-03-18 05:15:00";"1980-03-18 05:40:00";"1980-03-18 06:40:00";"1980-03-18 07:20:00";"1980-03-18 07:05:00";"1980-03-18 12:35:00";"1980-03-24";"1980-03-24 12:45:00";"1980-03-24 13:15:00";"1980-03-24 13:45:00";"1980-03-24 17:45:00";68.0;19.1;3325.5;34.3;1.6;6.7;25.2;6.1;174.5;72.7;80.0;81.5;31.3;29.3;25;60;40;315;30;60;300;30;240
958.0;3473.7;1009.7;1433.9;"1980-03-18";"1980-03-18 08:12:00";"1980-03-18 08:40:00";"1980-03-18 09:40:00";"1980-03-18 10:00:00";"1980-03-18 14:45:00";"1980-03-18 19:45:00";"1980-03-25";"1980-03-25 04:37:00";"1980-03-25 05:07:00";"1980-03-25 05:37:00";"1980-03-25 09:03:00";68.8;19.1;3327.4;33.8;1.6;6.7;25.7;6.1;2107.5;71.9;80.0;81.2;30.9;29.5;28;60;20;585;30;60;266;30;206
946.0;3273.7;980.6;1379.9;"1980-03-18";"1980-03-18 06:52:00";"1980-03-18 07:20:00";"1980-03-18 08:20:00";"1980-03-18 08:45:00";"1980-03-18 07:00:00";"1980-03-18 11:55:00";"1980-03-30";"1980-03-30 11:45:00";"1980-03-30 12:15:00";"1980-03-30 12:50:00";"1980-03-30 16:20:00";62.8;20.1;3129.3;35.3;1.6;6.7;25.2;6.0;2047.5;72.5;80.5;81.1;32.1;29.5;28;60;25;190;30;65;275;35;210
1006.0;3473.7;988.2;1390.9;"1980-03-18";"1980-03-18 09:45:00";"1980-03-18 10:13:00";"1980-03-18 11:13:00";"1980-03-18 11:23:00";"1980-03-18 14:10:00";"1980-03-18 19:10:00";"1980-03-31";"1980-03-31 05:00:00";"1980-03-31 05:25:00";"1980-03-31 06:00:00";"1980-03-31 09:55:00";68.8;17.3;3321.6;35.3;1.7;6.7;9.2;6.0;2277.5;72.5;80.8;82.1;31.5;29.5;28;60;10;467;25;60;295;35;235
940.0;3273.7;951.1;1346.9;"1980-03-19";"1980-03-19 05:40:00";"1980-03-19 06:05:00";"1980-03-19 07:05:00";"1980-03-19 07:20:00";"1980-03-19 07:05:00";"1980-03-19 11:45:00";"1980-03-31";"1980-03-31 12:08:00";"1980-03-31 12:45:00";"1980-03-31 13:18:00";"1980-03-31 16:50:00";62.0;20.1;3130.1;35.1;1.6;6.7;25.2;6.0;1987.5;72.0;80.9;80.9;31.9;29.5;25;60;15;265;37;70;282;33;212
946.0;3273.7;954.5;1351.9;"1980-03-23";"1980-03-23 07:23:00";"1980-03-23 07:50:00";"1980-03-23 08:50:00";"1980-03-23 09:00:00";"1980-03-23 07:40:00";"1980-03-23 11:50:00";"1980-03-28";"1980-03-28 12:20:00";"1980-03-28 12:45:00";"1980-03-28 13:22:00";"1980-03-28 17:05:00";68.3;21.6;3129.3;35.3;1.6;6.7;26.2;6.1;2157.5;72.0;81.3;81.0;31.8;29.5;27;60;10;170;25;62;285;37;223
901.3;3253.7;1000.7;1404.9;"1980-03-30";"1980-03-30 07:55:00";"1980-03-30 08:25:00";"1980-03-30 09:25:00";"1980-03-30 09:55:00";"1980-03-30 08:25:00";"1980-03-30 11:55:00";"1980-04-06";"1980-04-06 06:10:00";"1980-04-06 06:35:00";"1980-04-06 07:10:00";"1980-04-06 10:30:00";66.0;20.0;3114.8;34.0;1.5;6.7;26.5;6.1;2251.5;72.7;81.2;81.9;29.7;29.5;30;60;30;120;25;60;260;35;200
1025.5;3639.7;924.9;1310.9;"1980-04-01";"1980-04-01 07:20:00";"1980-04-01 07:50:00";"1980-04-01 08:50:00";"1980-04-01 09:20:00";"1980-04-01 08:05:00";"1980-04-01 12:10:00";"1980-04-07";"1980-04-07 06:05:00";"1980-04-07 06:35:00";"1980-04-07 07:10:00";"1980-04-07 10:35:00";63.9;21.4;3484.8;34.4;1.7;6.8;26.8;6.1;2157.5;71.9;81.3;80.6;31.2;29.5;30;60;30;170;30;65;270;35;205
959.2;3433.7;951.6;1108.9;"1980-04-01";"1980-04-01 06:10:00";"1980-04-01 06:35:00";"1980-04-01 07:35:00";"1980-04-01 07:50:00";"1980-04-01 08:50:00";"1980-04-01 12:15:00";"1980-04-08";"1980-04-08 09:27:00";"1980-04-08 10:00:00";"1980-04-08 10:35:00";"1980-04-08 15:50:00";63.8;20.1;3287.4;34.2;1.6;6.7;25.7;6.1;2267.5;87.3;80.0;83.0;84.3;29.5;25;60;15;265;33;68;383;35;315
919.1;3203.7;945.1;1328.9;"1980-04-05";"1980-04-05 07:20:00";"1980-04-05 07:45:00";"1980-04-05 08:45:00";"1980-04-05 09:25:00";"1980-04-05 09:15:00";"1980-04-05 14:00:00";"1980-04-12";"1980-04-12 06:06:00";"1980-04-12 06:50:00";"1980-04-12 07:24:00";"1980-04-12 10:40:00";62.9;19.6;3062.8;35.1;1.5;6.7;26.3;6.0;2067.5;72.5;81.1;81.0;31.7;29.5;25;60;40;275;44;78;274;34;196
895.6;3223.7;904.9;1281.9;"1980-04-06";"1980-04-06 07:15:00";"1980-04-06 07:45:00";"1980-04-06 08:45:00";"1980-04-06 09:20:00";"1980-04-06 08:00:00";"1980-04-06 12:30:00";"1980-04-13";"1980-04-13 06:15:00";"1980-04-13 06:56:00";"1980-04-13 07:31:00";"1980-04-13 10:39:00";65.8;20.3;3085.6;34.1;1.5;6.7;26.8;6.1;1987.5;71.9;80.9;80.9;31.3;29.5;30;60;35;190;41;76;264;35;188
955.0;3303.7;1023.7;1433.9;"1980-04-07";"1980-04-07 08:00:00";"1980-04-07 08:25:00";"1980-04-07 09:25:00";"1980-04-07 10:05:00";"1980-04-07 08:20:00";"1980-04-07 12:20:00";"1980-04-14";"1980-04-14 05:40:00";"1980-04-14 06:15:00";"1980-04-14 06:49:00";"1980-04-14 10:40:00";59.8;19.3;3158.2;35.3;1.6;6.7;26.4;6.0;1987.5;72.9;81.0;81.8;31.4;29.5;25;60;40;135;35;69;300;34;231
960.9;3343.7;906.7;1289.9;"1980-04-08";"1980-04-08 07:20:00";"1980-04-08 07:50:00";"1980-04-08 08:50:00";"1980-04-08 09:05:00";"1980-04-08 08:15:00";"1980-04-08 12:45:00";"1980-04-19";"1980-04-19 06:15:00";"1980-04-19 07:00:00";"1980-04-19 07:35:00";"1980-04-19 10:55:00";66.1;20.1;3197.4;35.1;1.6;6.7;25.2;6.1;2097.5;71.6;81.1;80.9;29.0;29.5;30;60;15;220;45;80;280;35;200
989.2;3438.7;933.1;1320.9;"1980-04-13";"1980-04-13 07:45:00";"1980-04-13 08:15:00";"1980-04-13 09:15:00";"1980-04-13 10:00:00";"1980-04-13 08:20:00";"1980-04-13 12:20:00";"1980-04-20";"1980-04-20 06:00:00";"1980-04-20 06:42:00";"1980-04-20 07:15:00";"1980-04-20 10:35:00";64.5;21.1;3288.7;35.1;1.6;6.7;25.5;6.1;2107.5;72.0;81.0;81.3;31.4;29.5;30;60;45;140;42;75;275;33;200
934.0;3233.7;953.7;1346.9;"1980-04-14";"1980-04-14 07:20:00";"1980-04-14 07:50:00";"1980-04-14 08:50:00";"1980-04-14 09:45:00";"1980-04-14 08:40:00";"1980-04-14 13:10:00";"1980-04-21";"1980-04-21 06:12:00";"1980-04-21 06:44:00";"1980-04-21 07:16:00";"1980-04-21 10:57:00";61.9;19.8;3090.9;35.3;1.6;6.7;26.4;6.1;1727.5;72.2;81.2;82.0;39.9;29.5;30;60;55;205;32;64;285;32;221
955.0;3303.7;1036.8;1462.9;"1980-05-03";"1980-05-03 08:35:00";"1980-05-03 09:05:00";"1980-05-03 10:05:00";"1980-05-03 10:40:00";"1980-05-03 08:15:00";"1980-05-03 12:20:00";"1980-05-10";"1980-05-10 05:50:00";"1980-05-10 06:25:00";"1980-05-10 07:01:00";"1980-05-10 10:33:00";59.2;19.8;3158.2;35.3;1.6;6.7;25.9;6.1;1857.5;72.4;81.1;79.9;32.3;29.5;30;60;35;100;35;71;283;36;212
813.5;3393.7;825.2;1187.9;"1980-05-04";"1980-05-04 07:25:00";"1980-05-04 07:55:00";"1980-05-04 08:55:00";"1980-05-04 10:20:00";"1980-05-04 08:00:00";"1980-05-04 12:55:00";"1980-05-11";"1980-05-11 05:10:00";"1980-05-11 05:51:00";"1980-05-11 06:21:00";"1980-05-11 09:20:00";59.5;20.2;3264.5;29.9;1.4;6.8;26.7;6.1;1978.5;70.6;78.6;77.9;32.1;29.5;30;60;85;155;41;71;250;30;179
995.9;3493.7;936.4;1338.9;"1980-05-10";"1980-05-10 06:50:00";"1980-05-10 07:20:00";"1980-05-10 08:20:00";"1980-05-10 09:05:00";"1980-05-10 08:50:00";"1980-05-10 13:20:00";"1980-05-17";"1980-05-17 05:50:00";"1980-05-17 06:25:00";"1980-05-17 07:04:00";"1980-05-17 10:50:00";58.6;20.1;3342.8;34.8;1.7;6.7;25.2;6.1;2207.5;71.3;81.0;81.4;31.9;29.5;30;60;45;255;35;74;300;39;226
854.7;3203.7;622.8;926.9;"1980-05-11";"1980-05-11 08:00:00";"1980-05-11 08:30:00";"1980-05-11 09:30:00";"1980-05-11 09:50:00";"1980-05-11 08:10:00";"1980-05-11 12:47:00";"1980-05-18";"1980-05-18 06:40:00";"1980-05-18 07:05:00";"1980-05-18 07:35:00";"1980-05-18 10:05:00";59.8;20.1;3070.6;32.9;1.4;6.7;25.7;6.1;1142.5;67.7;79.1;80.3;24.8;29.5;30;60;20;177;25;55;205;30;150
997.4;3623.7;722.4;1032.9;"1980-05-12";"1980-05-12 07:50:00";"1980-05-12 08:15:00";"1980-05-12 09:15:00";"1980-05-12 09:50:00";"1980-05-12 07:36:00";"1980-05-12 12:32:00";"1980-05-19";"1980-05-19 05:30:00";"1980-05-19 06:00:00";"1980-05-19 06:36:00";"1980-05-19 09:10:00";65.5;20.1;3472.3;33.7;1.7;6.7;24.7;6.1;1827.5;70.8;79.0;79.8;31.5;29.5;25;60;35;162;30;66;220;36;154
1121.3;3943.7;1015.9;1440.9;"1980-05-17";"1980-05-17 06:55:00";"1980-05-17 07:25:00";"1980-05-17 08:25:00";"1980-05-17 09:20:00";"1980-05-17 08:25:00";"1980-05-17 13:15:00";"1980-05-24";"1980-05-24 05:13:00";"1980-05-24 05:57:00";"1980-05-24 06:32:00";"1980-05-24 10:00:00";58.9;20.6;3776.5;34.6;1.8;6.7;26.4;5.9;2188.5;72.0;81.2;81.9;31.1;29.5;30;60;55;235;44;79;287;35;208
986.8;3473.7;883.8;1261.9;"1980-05-18";"1980-05-18 07:55:00";"1980-05-18 08:25:00";"1980-05-18 09:25:00";"1980-05-18 10:30:00";"1980-05-18 07:50:00";"1980-05-18 12:25:00";"1980-05-25";"1980-05-25 05:17:00";"1980-05-25 06:00:00";"1980-05-25 06:35:00";"1980-05-25 09:52:00";58.9;20.1;3323.9;34.7;1.6;6.7;25.2;6.0;2117.5;71.3;81.0;81.1;30.7;29.5;30;60;65;115;43;78;275;35;197
1019.4;3618.7;1049.5;1474.9;"1980-05-19";"1980-05-19 06:45:00";"1980-05-19 07:10:00";"1980-05-19 08:10:00";"1980-05-19 09:55:00";"1980-05-19 08:00:00";"1980-05-19 12:25:00";"1980-05-30";"1980-05-30 06:25:00";"1980-05-30 07:15:00";"1980-05-30 07:50:00";"1980-05-30 11:20:00";66.3;20.3;3464.6;34.4;1.7;6.6;26.5;6.0;2117.5;72.7;81.3;79.4;31.2;29.5;25;60;105;150;50;85;295;35;210
982.7;3503.7;1050.9;1476.9;"1980-05-24";"1980-05-24 06:20:00";"1980-05-24 06:50:00";"1980-05-24 07:50:00";"1980-05-24 08:30:00";"1980-05-24 08:05:00";"1980-05-24 12:27:00";"1980-05-31";"1980-05-31 05:40:00";"1980-05-31 06:28:00";"1980-05-31 07:05:00";"1980-05-31 10:30:00";58.5;20.4;3354.4;34.3;1.6;6.7;26.6;5.9;2092.5;72.7;81.1;82.4;31.5;29.5;30;60;40;237;48;85;290;37;205
939.2;3353.7;1011.1;1423.9;"1980-05-25";"1980-05-25 07:35:00";"1980-05-25 08:00:00";"1980-05-25 09:00:00";"1980-05-25 09:50:00";"1980-05-25 08:00:00";"1980-05-25 12:35:00";"1980-06-01";"1980-06-01 05:20:00";"1980-06-01 06:00:00";"1980-06-01 06:35:00";"1980-06-01 09:56:00";64.0;20.4;3210.0;34.3;1.6;6.8;26.4;6.0;1986.5;72.5;81.1;12.9;31.0;29.5;25;60;50;165;40;75;276;35;201
1025.5;3639.7;1036.9;1456.9;"1980-05-26";"1980-05-26 06:40:00";"1980-05-26 07:08:00";"1980-05-26 08:08:00";"1980-05-26 08:30:00";"1980-05-26 08:50:00";"1980-05-26 13:20:00";"1980-06-08";"1980-06-08 05:35:00";"1980-06-08 06:10:00";"1980-06-08 06:40:00";"1980-06-08 10:30:00";61.8;21.1;3484.8;34.4;1.7;6.7;25.7;6.0;2042.5;72.7;80.6;81.9;31.4;29.5;28;60;22;290;35;65;295;30;230
1036.0;3573.7;1100.6;1543.9;"1980-06-01";"1980-06-01 06:50:00";"1980-06-01 07:20:00";"1980-06-01 08:20:00";"1980-06-01 10:10:00";"1980-06-01 09:20:00";"1980-06-01 13:35:00";"1980-06-07";"1980-06-07 06:10:00";"1980-06-07 06:55:00";"1980-06-07 07:30:00";"1980-06-07 11:10:00";59.8;22.1;3417.7;35.3;1.7;6.7;27.0;6.0;2067.5;72.9;80.3;81.6;31.1;29.5;30;60;110;205;45;80;300;35;220
1012.2;3628.7;1075.3;1511.9;"1980-06-02";"1980-06-02 06:35:00";"1980-06-02 07:00:00";"1980-06-02 08:00:00";"1980-06-02 09:30:00";"1980-06-02 07:45:00";"1980-06-02 13:05:00";"1980-06-09";"1980-06-09 05:10:00";"1980-06-09 05:40:00";"1980-06-09 06:10:00";"1980-06-09 10:04:00";59.4;21.1;3475.5;34.1;1.7;6.7;25.7;6.1;2032.5;72.7;80.7;82.5;62.3;29.5;25;60;90;215;30;60;294;30;234
1007.0;3553.7;1131.6;1588.3;"1980-06-03";"1980-06-03 06:49:00";"1980-06-03 07:17:00";"1980-06-03 08:20:00";"1980-06-03 09:30:00";"1980-06-03 07:25:00";"1980-06-03 12:10:00";"1980-06-10";"1980-06-10 06:15:00";"1980-06-10 06:50:00";"1980-06-10 07:20:00";"1980-06-10 10:30:00";61.6;20.1;3401.3;34.6;1.7;6.7;25.2;6.0;2017.5;72.9;81.3;82.0;30.9;29.5;28;63;70;160;35;65;255;30;190
1055.6;3661.7;816.7;1129.9;"1980-06-07";"1980-06-07 08:05:00";"1980-06-07 08:35:00";"1980-06-07 09:35:00";"1980-06-07 10:30:00";"1980-06-07 08:45:00";"1980-06-07 13:20:00";"1980-06-14";"1980-06-14 05:30:00";"1980-06-14 06:15:00";"1980-06-14 07:00:00";"1980-06-14 09:52:00";61.4;20.3;3503.1;35.1;1.7;6.8;26.9;6.0;2397.5;73.4;81.0;81.9;32.1;29.5;30;60;55;170;45;90;262;45;172
1003.0;3596.7;1215.2;1707.9;"1980-06-09";"1980-06-09 07:05:00";"1980-06-09 07:35:00";"1980-06-09 08:35:00";"1980-06-09 09:15:00";"1980-06-09 08:15:00";"1980-06-09 12:45:00";"1980-06-16";"1980-06-16 09:30:00";"1980-06-16 11:00:00";"1980-06-16 11:35:00";"1980-06-16 15:05:00";59.5;20.1;3444.7;34.1;1.7;6.7;25.7;6.1;2287.5;72.9;81.0;82.0;32.2;29.5;30;60;40;210;90;125;335;35;210
977.5;3553.7;1106.4;1560.9;"1980-06-10";"1980-06-10 07:30:00";"1980-06-10 08:00:00";"1980-06-10 09:00:00";"1980-06-10 10:10:00";"1980-06-10 12:10:00";"1980-06-10 16:30:00";"1980-06-17";"1980-06-17 06:05:00";"1980-06-17 06:55:00";"1980-06-17 07:27:00";"1980-06-17 11:08:00";66.5;21.2;3404.9;33.7;1.6;6.8;26.5;6.0;2302.5;72.5;81.1;82.1;32.2;29.5;30;60;70;380;50;82;303;32;221
1004.1;3623.7;934.2;1316.9;"1980-06-15";"1980-06-15 07:10:00";"1980-06-15 07:35:00";"1980-06-15 08:35:00";"1980-06-15 10:00:00";"1980-06-15 08:25:00";"1980-06-15 13:20:00";"1980-06-21";"1980-06-21 06:05:00";"1980-06-21 06:50:00";"1980-06-21 07:30:00";"1980-06-21 10:45:00";59.3;22.1;3471.5;33.9;1.7;6.7;26.4;5.9;2277.5;72.3;81.0;81.5;32.3;29.5;25;60;85;200;45;85;280;40;195
820.0;3098.7;553.1;764.9;"1980-07-14";"1980-07-14 07:05:00";"1980-07-14 07:32:00";"1980-07-14 08:32:00";"1980-07-14 08:55:00";"1980-07-14 07:10:00";"1980-07-14 12:10:00";"1980-07-21";"1980-07-21 06:25:00";"1980-07-21 06:57:00";"1980-07-21 07:23:00";"1980-07-21 09:08:00";59.8;21.1;2970.0;32.7;1.4;6.7;25.7;6.0;1357.5;72.5;77.8;79.4;31.7;29.5;27;60;23;195;32;58;163;26;105
929.5;3373.7;744.8;1065.9;"1980-07-15";"1980-07-15 06:50:00";"1980-07-15 07:15:00";"1980-07-15 08:15:00";"1980-07-15 08:30:00";"1980-07-15 07:30:00";"1980-07-15 12:17:00";"1980-07-22";"1980-07-22 05:33:00";"1980-07-22 05:55:00";"1980-07-22 06:30:00";"1980-07-22 08:46:00";62.8;21.1;3231.1;33.8;1.5;6.7;25.2;6.0;1722.5;70.8;80.7;80.4;31.1;29.5;25;60;15;227;22;57;193;35;136
964.4;3473.7;850.1;1231.9;"1980-07-19";"1980-07-19 07:06:00";"1980-07-19 07:32:00";"1980-07-19 08:32:00";"1980-07-19 08:50:00";"1980-07-19 08:15:00";"1980-07-19 12:55:00";"1980-07-26";"1980-07-26 06:05:00";"1980-07-26 06:50:00";"1980-07-26 07:20:00";"1980-07-26 09:55:00";68.0;20.1;3326.7;34.0;1.6;6.7;25.5;6.0;1599.5;70.2;79.9;79.7;30.6;29.3;26;60;18;245;45;75;230;30;155
943.3;3367.7;783.6;1132.9;"1980-07-21";"1980-07-21 06:29:00";"1980-07-21 06:55:00";"1980-07-21 07:55:00";"1980-07-21 08:05:00";"1980-07-21 08:35:00";"1980-07-21 12:35:00";"1980-07-27";"1980-07-27 06:10:00";"1980-07-27 06:45:00";"1980-07-27 07:20:00";"1980-07-27 09:55:00";67.8;20.1;3223.5;34.3;1.6;6.7;25.7;6.0;2041.5;70.2;78.8;79.8;31.4;29.5;26;60;10;270;35;70;225;35;155
1020.8;3730.4;883.9;1254.9;"1980-07-21";"1980-07-21 07:30:00";"1980-07-21 07:56:00";"1980-07-21 08:56:00";"1980-07-21 09:20:00";"1980-07-21 08:25:00";"1980-07-21 12:15:00";"1980-07-28";"1980-07-28 06:10:00";"1980-07-28 06:50:00";"1980-07-28 07:20:00";"1980-07-28 10:25:00";60.8;22.1;3575.9;33.5;1.7;6.7;24.7;6.0;2075.5;71.7;79.6;81.0;31.5;29.5;26;60;24;175;40;70;255;30;185
907.3;3349.7;876.8;1267.9;"1980-07-22";"1980-07-22 06:33:00";"1980-07-22 06:59:00";"1980-07-22 07:59:00";"1980-07-22 08:15:00";"1980-07-22 08:40:00";"1980-07-22 12:30:00";"1980-07-29";"1980-07-29 06:10:00";"1980-07-29 06:45:00";"1980-07-29 07:15:00";"1980-07-29 09:50:00";61.8;22.1;3209.9;33.3;1.5;6.7;25.7;6.0;2044.5;70.4;79.2;80.7;31.6;29.5;26;60;16;255;35;65;220;30;155
873.2;3303.7;728.1;1051.9;"1980-07-27";"1980-07-27 08:45:00";"1980-07-27 09:15:00";"1980-07-27 10:15:00";"1980-07-27 10:45:00";"1980-07-27 08:45:00";"1980-07-27 13:10:00";"1980-08-02";"1980-08-02 06:10:00";"1980-08-02 06:55:00";"1980-08-02 07:35:00";"1980-08-02 10:10:00";65.7;20.3;3168.0;32.6;1.5;6.7;25.5;5.9;2092.5;70.1;79.1;13.9;31.4;29.5;30;60;30;145;45;85;240;40;155
988.4;3603.7;951.4;1362.9;"1980-07-27";"1980-07-27 07:50:00";"1980-07-27 08:10:00";"1980-07-27 09:10:00";"1980-07-27 10:20:00";"1980-07-27 08:55:00";"1980-07-27 13:20:00";"1980-08-03";"1980-08-03 06:10:00";"1980-08-03 06:40:00";"1980-08-03 07:15:00";"1980-08-03 10:25:00";59.3;20.4;3453.4;33.6;1.6;6.8;26.4;6.0;2132.5;71.2;80.1;81.1;31.5;29.5;20;60;70;180;30;65;255;35;190
940.9;3413.7;867.2;1251.9;"1980-07-28";"1980-07-28 07:37:00";"1980-07-28 08:05:00";"1980-07-28 09:05:00";"1980-07-28 10:20:00";"1980-07-28 08:35:00";"1980-07-28 13:00:00";"1980-08-04";"1980-08-04 06:10:00";"1980-08-04 06:45:00";"1980-08-04 07:15:00";"1980-08-04 10:30:00";63.8;22.3;3269.6;33.8;1.6;6.7;26.0;5.9;2157.5;70.5;80.3;81.2;31.5;29.5;28;60;75;160;35;65;260;30;195
1092.9;3883.7;923.9;1316.9;"1980-07-29";"1980-07-29 08:20:00";"1980-07-29 08:50:00";"1980-07-29 09:50:00";"1980-07-29 11:00:00";"1980-07-29 08:30:00";"1980-07-29 12:50:00";"1980-08-05";"1980-08-05 06:15:00";"1980-08-05 06:45:00";"1980-08-05 07:15:00";"1980-08-05 10:30:00";64.9;20.4;3720.1;34.3;1.8;6.7;26.8;6.0;2357.5;71.5;80.0;80.1;29.9;29.5;30;60;70;110;30;60;255;30;195
